poem,poet
ابله آنکس که اینچنین ماند \ هرچه هست از بلا و عافیتی,saadi
خیر محض است و شر عاریتی \ بد به جز جلف و بی خرد نکند,sanaee
که نکوکار هیچ بد نکند \ سوی تو نام زشت و نام نکوست,khaghani
ورنه محض عطاست هرچه ازوست \ بد ازو در وجود خود ناید,sanaee
که خدا را بد از کجا شاید \ آنکه آرد جهان به کن فیکون,khaghani
چون کند بد به خلق عالم چون \ خیر و شر نیست در جهان سخن,saadi
لقب خیر و شر به توست و به من \ آن زمان کایزد آفرید آفاق,khaghani
هیچ بد نافرید بر اطلاق \ مرگ این را هلاک و آنرا برگ,khaghani
زهر آن را غذای و این را مرگ \ زاینه روی را هنر باشد,khaghani
گرچه پشتش پر از گهر باشد \ آینه گر چو پشت روی سیاه,sanaee
بودیی کس نکردی ایچ نگاه \ زاینه روی به بود خورشید,sanaee
پشت او خواه سیاه و خواه سپید \ چون ترا از درون دل بنگاشت,saadi
آینه تو ز پیش دل برداشت \ نقش بند برون گلها اوست,sanaee
نقش دان درون دلها اوست \ صنع او را مقدمست عدم,saadi
ذات او را مسلم است قدم \ تا ترا کبر تیز خشم نکرد,sanaee
تا ترا چشم تو به چشم نکرد \ پای طاووس اگر چو پر بودی,sanaee
در شب و روز جلوه گر بودی \ که تواند نگاشت در آدم,sanaee
نقش بند قلم نگار قدم \ عقل را کرده قایل سورت,sanaee
مایه را کرده قابل صورت \ مبدع هست و آنچ ناهست او,saadi
صانع دست و آنچ در دست او \ قبله عقل صنع بی خللش,saadi
کعبه شوق ذات بی بدلش \ عقل را داده راه بیداری,sanaee
تو همی عقل را چه پنداری \ سگ و سنگست گلخنی و رهی,sanaee
تو چو لعل از برون حقه بهی \ سیم بهر هزینه دارد شاه,sanaee
لعل بهر خزینه دارد شاه \ سیم زار از نهاد وارونست,sanaee
لعل شاد از درون پرخونست \ ساخت دولابی از زبرجد ناب,saadi
کوزه سیمین ببست بر دولاب \ آتش و باد و آب و خاک و فلک,sanaee
ز برش عقل و جان میانه ملک \ خرد و جان و صورت مطلق,saadi
همه از امر دان و امر از حق \ اوست بیرنگ و مایه پرگار,sanaee
نعمت و شکر و شکرگوی نگار \ کرده در راه ناجوانمردان,saadi
در هوا شمع و شمعدان گردان \ کرده در شه ره معاش و معاد,sanaee
فعل و قوت قرین کون و فساد \ قدرتش کرده در جهان سخن,sanaee
قوتی را به فعلی آبستن \ هرچه آید به فعل پایش را,sanaee
هرچه در قوتست زایش را \ با سیه باش چونت نگزیرد,sanaee
که سیه هیچ رنگ نپذیرد \ با سیه روی خوشدلی بهم است,saadi
طرب انگیز سرخ روی کم است \ تبش آتشی که دل جویست,khaghani
طالب سوخته سیه رویست \ زنگی زشت در بلا جویی,khaghani
خوش دلی یافت در سیه رویی \ طرب او نه از نکویی اوست,khaghani
خوش دلی او ز مشک بویی اوست \ هست روشن تر از ضیا هلال,khaghani
کشف حال هلال و کفش بلال \ راز دل گر همی نخواهی فاش,khaghani
با سیه رویی دو عالم باش \ زآنکه آنرا که آرزو طلب است,khaghani
پرده در روز و پرده دار شب است \ زین هوسهای هرزه دست بدار,sanaee
آرزو زهردان و معده چو مار \ افعی آرزوت اگر بگزد,sanaee
با تو این کارها بسی بپزد \ که بدین راه در بدی نیکیست,sanaee
آب حیوان درون تاریکیست \ دل ز رنگ سیه چه غم دارد,khaghani
زانکه شب روز در شکم دارد \ هرچه جز حق هرآنچ باطین است,khaghani
جز طریق حقیقت دین است \ زانکه مردان درین کهن خانه,khaghani
نو گرفتند بی دم و دانه \ چون به باغ خدای بگرازند,saadi
هرچه تلقین بود بیندازند \ بی خودی منتهای راز همه ست,sanaee
مرجع روح پاک با کلمه ست \ بگذر از جان و عقل یکباری,saadi
تا به فرمان حق رسی باری \ ای که فرش زمانه ننوشتی,khaghani
وی که از چار و نه بنگذشتی \ می نبینی از آنکه شب کوری,saadi
روز چون عقل ابلهان عوری \ می بگویم سخن ترا نه به غمز,khaghani
لیکن از راه حق به نکته و رمز \ تا ز باطل بنگذری حق نیست,khaghani
که از این نیمه حق مطلق نیست \ جز پی زاد راه عالم حی,khaghani
زور لاخیر دان و زر لاشیی \ هست لاخیر زور زرداران,sanaee
همچو لا شیی عقل می خواران \ از من و از تو کارسازی را,sanaee
بی زبانیست بی نیازی را \ بی نیازیش را چه کفر و چه دین,khaghani
بی زبانیش را چه شک چه یقین \ بی نیازی نیاز جوی از تو,sanaee
پاس داری سپاس گوی از تو \ به حقیقت بدان که هست خدای,saadi
از پی حکم و حکمت بسزای \ طاعت و معصیت ترا ننگست,sanaee
ورنه زی او به رنگ یکرنگست \ کی به عقل و به دست و پای رسد,sanaee
بنده خواهد که در خدای رسد \ او تو را راعی و تو گرگ پسند,sanaee
او ترا داعی و تو حاجتمند \ گرگ و یوسف بتست خرد و بزرگ,khaghani
ورنه زی او یکیست یوسف و گرگ \ لطف او را چه مانعی و چه عون,saadi
قهر او را چه موسی و فرعون \ نفس و افلاک آفریده اوست,sanaee
خنک آنکس که برگزیده اوست \ چه عزیزی ز عقل و برخ او را,khaghani
چه بزرگی ز نفس و چرخ او را \ چرخ و آنکس که چرخ گردانست,saadi
آسیایست و آسیایانست \ حکم فرمان و عقل فرمان گیر,khaghani
نفس نقاش و طبع نقش پذیر \ جنبش چرخ بی سکون زمین,saadi
هست چون مور در دم تنین \ مور را اژدها فرو نبرد,sanaee
گردش چرخ بی خبر گذرد \ بی خبروار در مشیمه لا,saadi
کرده در کار آسیای بلا \ عمر تو دانه وار در دم او,saadi
سور تو همنشین ماتم او \ نزد تست آنکه از پی شو و آی,saadi
کاسه تو چهار دارد پای \ جز به فضلش به راه او نرسی,khaghani
ورچه در طاعتش قوی نفسی \ آنکه در خود به دست و پای رسد,saadi
کی تواند که در خدای رسد \ از تو زاری نکوست زور بدست,sanaee
عور زنبور خانه شور بدست \ زور بگذار و گرد زاری گرد,sanaee
تا ز فرق هوا برآری گرد \ زانکه داند خدای از سر حدق,khaghani
کز تو زورست زور و زاری صدق \ چون تو دعوی زور و زر داری,sanaee
دیده را کور و گوش کر داری \ روی و زر سرخ و جامه رنگارنگ,khaghani
نام تو ننگ جوی و صلح تو جنگ \ بر در حق به گرد زاری گرد,saadi
که به زاری شوی درین در فرد \ این نه از وام توختن باشد,saadi
بی نیازی فروختن باشد \ قدرتش را به چشم عجز مبین,sanaee
خواجه آزاد کن مباش چنین \ تا به خود قایمی بپوش و بخور,saadi
ور بدو دایمی بدوزد و مدر \ هرچه هست ای عزیز هست از وی,sanaee
بود تو چون بهانه یاوه مگوی \ بی تو گل مسجدست و با تو کنشت,khaghani
با تو دل دوزخ است و بی تو بهشت \ بی تو خود کارها همه کرده است,saadi
با تو کره نه پرورده است \ تو تویی مهر و کین از آن آمد,sanaee
تو تویی کفر و دین از آن آمد \ بنده ای باش بی نصیبه و چیر,khaghani
که فرشته نه گرسنه ست و نه سیر \ از تو بیم و امید دولت راند,sanaee
چون تو رفتی امید و بیم نماند \ بوم چون گرد کاخ شه گردد,khaghani
شوم و بدروز و پر گنه گردد \ چون قناعت کند به ویران جای,saadi
پر او به بود که فر همای \ ز آب و آتش زیان پذیرد مشک,saadi
نافه مشک را چه تر و چه خشک \ چه مسلمان چه گبر بر در او,sanaee
چه کنشت و چه صومعه بر او \ گبر و ترسا و نیکو و معیوب,saadi
همگان طالبند و او مطلوب \ نیست علت پذیر ذات خدای,saadi
تو به علت کنون چه جویی جای \ مهر دین برنیاید از تلقین,sanaee
مه فرو شد چو تافت نور یقین \ پارسا گر به است او را به,khaghani
پادشا گر بدست ما را چه \ تو نکوکار باش تا برهی,sanaee
با قضا و قدر چرا ستهی \ اندرین منزلی که یک هفته ست,sanaee
بوده تابوده آمده رفته ست \ لفظ یسعی بخوان که اندر نشر,sanaee
طرقوا گوی مومن است به حشر \ مصطفی گفت خه از آن مه شد,sanaee
دست موسی خلیل اوه شد \ واو اوه وفای دینش داد,sanaee
رتبت و قربت یقینش داد \ پس چو واو از میان اوه رفت,saadi
